2018-01-04 16:46,https://newyork.craigslist.org/wch/egr/d/construction-coordination/6448069473.html,Construction Coordination Associate,BOE,contract,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Field Superintendent is looking for a construction coordination assistant for a large scale single family residential project in Westchester, NY.  Responsibilities include day to day field coordination and communications with Construction Advisement Team Members, Subcontractors, Architects and Designers to realize a high level of quality and detailed construction.  Qualified candidates should have a minimum of 5 years expertise in coordination of a multitude of construction finishes and custom millwork teams.  Assist in recording and issuing meeting notes and manage work flow for this fast track project.  Proficient in understanding and interpreting detailed AutoCAD architectural plans, fluent in Microsoft Office Suite is mandatory, along with good written and interpersonal skills. This is a full time, contract work, position.  Please submit hourly rate requirements with your resume for consideration.   ,
,
,
    "
2018-01-04 18:43,https://newyork.craigslist.org/mnh/egr/d/interior-design-production/6448202398.html,Interior Design Production Coordinator (NYCINT1860),"Based on experience, please provide your salary expectations",full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Ware Malcomb is hiring an Interior Design Production Coordinator in our New York, NY office located in the Flatiron district.,
,
This technical Interior Design Production Coordinators work on the production of construction documents on retail projects.,
,
Interior Design Production Coordinator candidates must have:,
,
-New graduate - 2 years of experience working on commercial interior design projects, using CAD and/or Revit,
-Must have a Bachelor's degree in interior design ,
-Experience putting together a complete set of CD's required,
,
Ware Malcomb is an international design firm offering integrated services to clients throughout the world. Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.,
,
Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.,
,
**Must be legally authorized to work in the United States**,
,
Submit resume: ,http://www.waremalcomb.com/careers,    "
2018-01-04 17:51,https://newyork.craigslist.org/mnh/egr/d/interior-design-project/6448146294.html,"Interior Design Project Manager, Retail (NYCINT1860)","Based on experience, please provide your salary expectations",full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Ware Malcomb is hiring a Retail Project Manager in our New York City office.,
,
Project Managers manage the successful completion of multiple retail projects while providing excellent client service, leadership, and guidance to the project team.  You will function as the primary contact for all communications with the client, ensuring timely resolution of client concerns and management of business issues including contracts, fees and additional services. The qualified candidate will have great communication skills, proven client relationship skills with experience leading teams.,
,
Retail Project Manager, role and responsibilities:,
,
-8+ years of experience working on retail and interior design projects with minimum 2 years prior retail project management experience. Must have Bachelor's degree in architecture or interior design.,
-Experience working directly with clients from business development, presentation, negotiation and project completion.,
-Proven experience managing multiple projects and or roll outs.,
-Experience coordinating and managing staff and dedicated teams.,
-Ability to multitask and to manage multiple assignments and meet challenging deadlines while producing a quality product.,
-Excellent communication skills. Able to listen to clients' needs and communicate needs and direction to consultants and staff both verbally and in writing.,
-Manage schedule and deliverables for projects,
-Ability to effectively meet deadlines.,
-Relevant experience in New York City and surrounding areas with ADA, building codes and permits.,
-Ability to manage multiple projects through all phases of design and construction.,
-Ability to work in a team environment while taking responsibility for the outcome of the project.,
-Proficiency in AutoCAD required. ,
-Proficiency in MS Project preferred.,
-Knowledge of Deltek Vision preferred,
-Knowledge of Newforma preferred.,
-Knowledge of Revit preferred.,
,
Ware Malcomb is an international design firm offering integrated services to clients throughout the world.  Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.,
,
Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.,
,
**Must be legally authorized to work in the United States**,
,
Submit resume: ,http://www.waremalcomb.com/careers,    "
2018-01-04 17:22,https://newyork.craigslist.org/mnh/egr/d/interior-design-job-captain/6448111882.html,Interior Design Job Captain (NYCINT1860),"Based on experience, please provide your salary expectations",full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Ware Malcomb is hiring an Interior Design Job Captain in our New York, NY office located in the Flatiron district.,
,
Job Captains are highly motivated project coordinators and problem solvers who take charge of the project with support from the Project Manager and keep projects moving forward efficiently.,
,
Job Captain, role and responsibilities:,
,
-5+ years of experience working on landlord and corporate office interior design projects.,
-Accountable for leading consultant coordination and coordination of internal resources,
-Maintaining project drawings (CAD and Revit),
-Relevant experience with ADA, building codes and permits.,
-Assist the Project Manager in construction administration tasks.,
-Experience in completing full set of construction documents.,
-Strong technical capabilities.,
-Excellent communication skills.Able to understand project goals and deliverables.,
-Ability to effectively meet deadlines.,
-Ability to multitask and manage multiple assignments and meet challenging deadlines while producing a quality product.,
-Ability to work in a team environment while taking responsibility for the outcome of the project.,
-Proficiency of AutoCAD required. ,
-Proficiency of Revit preferred.,
-Knowledge of Newforma preferred.,
-Initiate and maintain contact with other key project individuals for clarification, and coordination of critical issues. ,
-Provide coordination and quality assurance of documents required to complete a project.,
,
Ware Malcomb is an international design firm offering integrated services to clients throughout the world.  Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.,
,
Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.,
,
**Must be legally authorized to work in the United States**,
,
Submit resume: ,http://www.waremalcomb.com/careers,    "
2018-01-05 10:00,https://newyork.craigslist.org/que/egr/d/junior-architect/6448675578.html,JUNIOR ARCHITECT,Based on experience,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
New York Architectural firm Seeking to fill positions for Full-time Junior Architect. Work directly under licensed professional.   ,
,
We seek motivated, bright, and responsible individuals with:,
• Strong communications skills,
• Working towards or possess a bachelor and/or master degree in Architecture,
• Detail oriented and organized,
• Ability to work independently,
• Willing to learn,
• Skilled in Collaboration and able to take Direction from the Team,
,
Software Requirements: ,
• AutoCAD a must,
• Sketchup,
• Microsoft Office,
• Photoshop,
,
,
Please send your resume, examples of your work and cover letter with salary requirements.    "
2018-01-04 17:15,https://newyork.craigslist.org/mnh/egr/d/mechanical-engineer/6448104652.html,Mechanical Engineer,Commensurate with experience,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
HearthCabinet Ventless Fireplaces is a manufacture of luxury modern and traditional gel fueled fireplaces. Our products are proudly designed and handcrafted in New York City to exceedingly high standards. ,
,
We are currently seeking a talented Mechanical Engineer with a background in product development and manufacturing, specifically utilizing sheet metal fabrication process. We are looking for an ideal person that has an entrepreneurial spirit and can support the mission of building success through consistent product innovations. Candidates must have experience in all phases of product development from working conceptually with Industrial Designers and Architects to designing for the right materials and manufacturing process. Candidates must be able to create full production drawings.,
,
Job Responsibilities:,
- Contribute a large amount of innovative and creative ideas to the design projects at hand,
- Demonstrate a passionate interest in cultural trends and consumer habits,
- Build high-level 3D models to support product development requirements for fabrication ,
- Create solutions that excite and move the market forward,
- Willingness to support our growth objectives ,
- Support all areas of design and engineering with specific tasks including using lean manufacturing techniques, part design economies of scale, design for production efficiencies,
,
Qualifications:,
- 3-7 years of mechanical engineering working experience with expertise in sheet metal design,
- Bachelor Degree in Mechanical Engineering, Industrial Engineering, Industrial Design or similar area of study,
- SolidWorks expertise using the sheet metal feature construction,
- Great communication skills; visual, verbal and written,
- Very high level problem solving,
- A portfolio that demonstrates a wide range of products, processes and materials,
- Ability to work well within a team,
,
Response Requirements:,
• Please reply to the mail above and attach your resume to the email as a PDF (only PDF documents),
• In the subject of your email please type "" Mechanical Engineer"" ,
• Begin your response with one concise paragraph (150 words or less) explaining why your academic and professional experience will support the staff of our product design firm (only one paragraph please).,
•Salary history,
Responses without these will not be considered.,
    "
2018-01-05 12:30,https://newyork.craigslist.org/mnh/egr/d/project-manager/6448883627.html,Project Manager,"55+ includes paid vacation, personal and sick days.",full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
A Manhattan based full-service expediting and consulting firm, is seeking a full-time, experienced Project Manager,
,
Class 2: Code and Zoning License A PLUS!,
,
Required Credentials for Position:,
,
Minimum five (5) years of relevant experience with filing procedures at DOB, FDNY, LPC, DEP, DOT, MTA, ECB...etc.,
Ability to attend appointments with Department of Buildings Plan Examiners to review and answer objections and report back to the superiors,
Responsible for following up on all submissions,
Report Department of Buildings findings to the office,
Professional attitude with great communication (written and verbal) and organizational skills a must,
Able to use Microsoft Office Suite (outlook, word, excel),
Ability to the follow office protocols and procedures a must,
Experience with the preparation of DOB application forms and permits,
Experience with Development Hub a plus,
Active FDNY ID a plus,
Knowledge and understanding of construction plans and documents a plus,
Punctual,
Education Requirements:,
,
College Degree in Related Field (preferred),
,
Compensation: 55+ and includes paid vacation, personal and sick days.,
,
Please Email your Resume for consideration,
,
Note: Principals only. Recruiters, please don't contact this job poster. DO NOT contact us with unsolicited services or offers    "
2018-01-04 18:57,https://newyork.craigslist.org/mnh/egr/d/workplace-strategist/6448216189.html,Workplace Strategist (NYCINT1860),"Based on experience, please provide your salary expectations",full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Ware Malcomb is hiring a Workplace Strategist in our New York City office located in the Flatiron District. ,
,
Preferred candidates will have: ,
,
-A minimum of 10 years' experience providing workplace strategy for corporate clients nationally. ,
-Strong communication skills and excellence in leading and presenting our capabilities in this area.,
-Thought leader of current trends in office planning.,
-Ability to lead/guide C-Suite level executives in navigating their choices for workplace strategies and providing relevant content.,
-Thirst for doing research regarding workplace performance and metrics, including space planning, change management strategy, workplace performance, occupancy and additional, with proven experience in interpretation of findings related to client business processes and performance objectives, addressing client-specific strategic business goals.,
-Work closely with team members and clients to deliver an exceptional experience from design concept through implementation,
-Contribute to business and client development activities,
-Good working knowledge of Photoshop, Illustrator, SketchUp , and other visualization software a plus·,
-Comfortable in fast-paced, creative environment,
-Related skills should include diagramming, space programming, user research, design strategy and conceptual design,
-Must be able to design space options to test fit groups,
-Project management experience,
-Persuasive writing skills,
,
Ware Malcomb is an award winning international design firm offering integrated services to clients throughout the world. Founded in 1972, Ware Malcomb offers architecture, planning, interior design, civil engineering, branding and sustainable design services to a diverse client base. ,
,
Ware Malcomb provides its employees with a ""small office"" collaborative environment fostering individual growth while supporting staff with the resources, benefits and amenities of a large firm. The company offers competitive salaries and a full benefits package, including medical, dental, vision, and life insurance, flexible spending accounts, 401K plans with employer matching, and annual bonuses. In addition, Ware Malcomb institutes a company-wide mentoring program, a wellness program, and continuous staff training.,
,
** Must be legally able to work in the United States**,
,
Submit resume: ,http://www.waremalcomb.com/careers,    "
2018-01-04 18:19,https://newyork.craigslist.org/mnh/egr/d/interior-design-job-captain/6448177494.html,Interior Design Job Captain - Retail (NYCINT1860),"Based on experience, please provide your salary expectations",full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Ware Malcomb is hiring an Interior Design Retail Job Captain in our New York, NY office located in the Flatiron district.,
,
Job Captains are highly motivated project coordinators and problem solvers who take charge of the project with support from the Project Manager and keep projects moving forward efficiently.,
,
Job Captain, role and responsibilities:,
,
-5+ years of experience working on retail and corporate account projects.,
-Accountable for leading consultant coordination and coordination of internal resources,
-Maintaining project drawings (CAD and Revit),
-Relevant experience in New York City with ADA, building codes and permits.,
-Assist Project Manager in construction administration tasks.,
-Experience in completing full set of construction documents.,
-Strong technical capabilities.,
-Excellent communication skills.Able to understand project goals and deliverables.,
-Ability to effectively meet deadlines.,
-Ability to multitask and manage multiple assignments and meet challenging deadlines while producing a quality product.,
-Ability to work in a team environment while taking responsibility for the outcome of the project.,
-Proficiency of AutoCAD required. ,
-Proficiency of Revit preferred.,
-Knowledge of Newforma preferred.,
-Initiate and maintain contact with other key project individuals for clarification, and coordination of critical issues. ,
-Provide coordination and quality assurance of documents required to complete a project.,
,
Ware Malcomb is an international design firm offering integrated services to clients throughout the world.  Founded in 1972, Ware Malcomb offers planning, architecture, interior design, civil engineering, branding and sustainable design services to diverse clients.,
,
Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.,
,
**Must be legally authorized to work in the United States**,
,
Submit resume: ,http://www.waremalcomb.com/careers,    "
2018-01-05 10:42,https://newyork.craigslist.org/mnh/egr/d/autocad-pm-drafting-positions/6448727962.html,AutoCAD PM/Drafting Positions for Site Safety Plans,"We offer a competitive salary (commensurate with experience), with paid vacation",full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
PM/Drafting position - Safety design coordinator for a Major NYC Safety Consulting Company,
We are looking for a full-time CAD PM/Draftsman to join our dynamic Production team. As a member of this fast-paced, cutting edge group you will work with architects, engineers and construction specialists to handle the drawing and graphic needs for industry leading developers and construction managers.,
,
Key Duties and Responsibilities:,
The Safety Design Coordinator will work in a team overseeing project design, construction & project administration. ,
,
Knowledgeable of codes and regulations including NYC Building Code, NYC Fire Code & DOT regulations.,
,
Proficient in reviewing DOB-BEST Squad objections and maintaining Building Code, the client's preferences, and design intent.,
,
Meet with New York City Department of Buildings Plan Examiners to review and obtain approvals of Site Safety Plans.,
,
Good drafting skills. Must be able to balance CAD drafting (For Site Safety Logistics Plans for Alterations, Facade Repairs & New Buildings), project management and coordination. ,
,
Perform Quality Assurance reviews of drawing sets.,
,
Conduct site visits for field measurements and drawing research.,
,
Develop and produce presentation materials, including plans, diagrams, details, etc,
,
Communicate and follow up with clients about specific projects and their goals.,
,
Prepare daily & weekly reports.,
,
,
,
Qualifications:,
1.	Bachelors Degree in Architecture, Civil engineering or closely related field preferred.,
2.	2-5 years architectural design/CAD drafting work experience, minimum 1 year in Project Coordination, or Management.,
3.	Must have EXCELLENT computer skills. Proficient in CAD software and/or AutoCAD experience is required. ,
        REVIT knowledge is a plus. Proficiency in Photoshop and/or illustrator, PowerPoint, Excel and Word is necessary as well.,
4.     Complex problem solving and decision-making skills.,
5.	Good written and verbal communication skills,
6.	Must be a team player and have the ability to effectively multi-task,
7.     Strong leadership, communication and relationship management skills.,
8.     Flexibility in a fast-paced changing environment. ,
9.     Working knowledge of NYC Building Code, Chapter 33 Safeguards During Construction or   Demolition as well as OSHA ,
        CFR 1926 Construction Safety and Health and NYC DOT,
,
We offer a competitive salary (commensurate with experience), with paid vacation and benefits package.,
Recent college grads welcome to apply!,
    "
2018-01-04 19:14,https://newyork.craigslist.org/mnh/egr/d/environmental-branding/6448233403.html,Environmental Branding Project Designer (NYCGRAPHIC1801),"Based on experience, please provide your salary expectations",full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Ware Malcomb is hiring an Environmental Branding Project Designer in our New York City office located in the Flatiron District.,
,
The Project Designer is responsible for designing and managing wayfinding, signage, informational display and environmental branding projects from concept to installation.  The Project Designer is the client liaison for the business aspect of the project and works to ensure great client service, high quality results, and profitability on every project. Successful designers display a collaborative spirit able to work with overall Ware Malcomb Branding team, a wide range of professional disciplines, peers and clients with a positive attitude and contribute to the overall Branding Studio growth.,
,
Project Designer requirements:,
,
-Bachelor's degree in Graphic Design or related design field,
-5+ years of experience  ,
-Expertise in Creative Suite (InDesign, Illustrator, Photoshop), CAD Tools,
-Working knowledge of Word, Excel and SketchUp,
-Hand sketching ability to communicate concepts a plus,
-Experience researching City/Town zoning code and processing requirements related to exterior signage,
-Familiarity with signage fabrication, installation techniques, materials and construction specifications is required,
-Excellent design skills, and capable of pushing limits and explore creative possibilities when appropriate. A strong sense of design for three dimensional context and environments is a must.,
-Must be capable of reading and understanding architectural drawings, as well as, building and ADA code requirements and how it is applied to wayfinding.,
-Knowledge of how to prepare design documentation from concept to design development and bid documents. Ability to prepare production-ready art files for fabrication.,
-Strong project management, time management and organizational skills required to handle multiple tasks to meet demanding deadlines.,
-Understand and manage client and internal design budgets. Responsible for the project's financial success.  Monthly review of project budget reports, invoices and pre-billing reports.,
-Express strong verbal and written communication skills to compliment project management and new business attainment.,
,
Ware Malcomb is an international design firm offering integrated services throughout the world.  Founded in 1972, Ware Malcomb offers planning, architecture, interior design, branding, civil engineering, and sustainable design services to diverse clients.,
,
Ware Malcomb offers the best of both worlds, a small office supportive and nurturing work environment with large company amenities and resources which provides amazing opportunity for internal growth.  Ware Malcomb offers a whole life balance, health-focused company culture, competitive salary and overall benefits package.,
,
**Must be legally able to work in the United States**,
,
Submit resume: ,http://www.waremalcomb.com/careers,    "
2018-01-05 14:48,https://newyork.craigslist.org/mnh/egr/d/plumbing-fire-protection/6449092162.html,Plumbing/ Fire Protection Engineer,$80 - $100k,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
We have an open position in our New York office for a Plumbing Engineer. ,
,
5 years minimum experience.,
,
Desired Skills:,
,
5 plus years of experience in designing of plumbing for: healthcare, commercial high-rise building and laboratory projects. ,
Proficient in Auto CAD and Revit. ,
Experience in specification writing. ,
Performs field verification and take-offs of existing systems for renovation projects. ,
Coordinates with other disciplines. ,
Develop calculations for Plumbing/FP system sizing.   ,
Have thorough knowledge of NY Plumbing Code, NFPA, and other codes. ,
Experience filing with DEP, FDNY and other city agencies.   ,
Excellent organizational and communication skills. ,
Strongly motivated, well organized, shows professional initiative.  ,
Takes ownership of assignments, work both independently and as part of the project team.  ,
Understand work planning and manage design process to the available hours in work plan.   ,
Meets / works with contractors.  ,
Oversee deliverables to and from clients.    "
2018-01-05 09:58,https://newyork.craigslist.org/wch/egr/d/mep-estimator/6448673118.html,MEP Estimator,TBD,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
A reputable and growing Construction Consulting/ Management firm in White Plains, NY, would like to hire a dedicated MEP Estimator that is capable of working in a fast-paced environment and who is ready to jumpstart his/her career in the construction industry. The individual will have the opportunity to work on exciting projects and work closely with seasoned professionals.,
This position requires the ability to prioritize and multitask, while being inquisitive, detail-oriented and focused on deadlines. The person should be able to work independently, while still taking advantage of a team environment to complete tasks. This person must also be reliable and able to maintain a calm disposition under pressure.,
,
Responsibilities and Duties,
-Review construction documents for M.E.P. trades (from Conceptual through Construction Set),
-Interact with Design Engineers regarding system(s) design and constructability, including assistance with coordination, introduce viable solutions and cost saving ideas,
-Develop bid scopes of work for M.E.P. trades,
-Interface with M.E.P. Subcontractors for scope evaluation and pricing review,
-Compile / tabulate complete bids for accurate pricing comparisons,
-Provide independent Cost Estimates for M.E.P. Trades and Cost Data,
-Evaluate and recommend which M.E.P. Subcontractors would be the best choice to use on each specific project,
-Prepares work to be accomplished by gathering information and requirements; setting priorities.,
-Prepares construction budget by studying home plans; updating specifications; identifying and projecting costs for each elevation.,
-Evaluates offers to purchase by costing changes, additions, and site requirements.,
-Obtains bids from vendors and subcontractors by specifying materials; identifying qualified subcontractors; negotiating price.,
-Maintains cost keys and price masters by updating information.,
-Resolves cost discrepancies by collecting and analyzing information.,
-Prepares special reports by collecting, analyzing, and summarizing information and trends.,
-Maintains quality service by following organization standards.,
-Maintains continuity among corporate, division, and local work teams by documenting and communicating actions, irregularities, and continuing needs.,
-Maintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies.,
-Contributes to team effort by accomplishing related results as needed.,
,
Qualifications and Skills,
-College Degree with a focus in Construction required,
-Ability to read and understand blueprints,
-Knowledge of Excel required,
,
Benefits,
-Medical,
-Dental,
-Vision,
-401K,
-Commuter Benefits Plan,
    "
2018-01-05 17:01,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6449275324.html,Facade / Building Envelope Project Architect or Engineer,Commensurate with experience,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
, ,SUPERSTRUCTURES Engineers + Architects, , ,New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a project architect or engineer with 5 to 10 years of restoration experience. , 

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. , 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques. , 

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready. , 

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch). , 

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company. , 

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards. , 

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday., 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away., 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please). , 

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted. ,  

For additional information, visit our website at ,http://www.superstructures.com,
    "
2018-01-05 17:09,https://newyork.craigslist.org/mnh/egr/d/seeking-apms-pms-and/6449284229.html,Seeking APMs/PMs and Construction Superintendents,Salaries will be commensurate with experience.,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
For ASSISTANT PROJECT MANAGER Opportunity, responsibilities include:,
,
Research and coordination of project installations and documentation for contract compliance.,
Monitor contractor field activities for compliance of quality, costs and schedule of the project.,
Coordinate field issues, changes and resolutions by architects/engineers to ensure adequate installations. ,
Review contractor reports/logs.,
Collect data and compile project reports, logs and schedules. ,
Notify project manager on field issues pertaining to safety, quality, costs and schedule. ,
Support client relations to ensure value and highest level of satisfaction. ,
Perform other related duties as assigned.,
,
Candidate must possess the following attributes/skills:,
,
Strong Oral & Written Communication Skills	,
Technical Communication		,
Customer Service,
Planning				,
Professionalism,
Organization				,
Computer Literacy,
Listening Skills 				,
Decision-Making,
Strong Initiative				,
Self-Motivated				,
Education/Training:  Associates Degree in architecture, construction or engineering related fields. ,
Experience: Minimum of 2-5 years of related experience. ,
,
For  PROJECT MANAGER Opportunity, responsibilities include:,
,
Candidate will be responsible for overseeing and monitoring day to day project activities including, on site management, contractor coordination, project financials, field direction and management and client relations. Additional responsibilities will include:,
,
Interface directly with clients to report ongoing issues and resolutions.,
Ensure technical compliance of project installations with approved construction documents.,
Manage multiple projects and effectively monitor project technical costs, quality and schedule objectives. ,
Communicate project related issues and resolutions to Senior Project Manager or designated supervisor.,
Document project occurrences and issues that may affect quality, cost or schedule as required. ,
Record project documentation as part of the firm's web based projected management and collaboration systems. ,
Provide direction and supervise field support staff. ,
Monitor project budget and communicate recommendations to ensure adequate funding for project completion.,
Evaluate progress schedules and make recommendation to ensure timely project completion and/or recovery in instances of delay. ,
Provide input and support for compilation of project monthly reporting for client. ,
Perform other related duties as assigned.,
,
Candidate must possess the following attributes/skills:,
,
Strong Oral & Written Communication Skills	,
Technical Communication		,
Customer Service,
Planning				,
Professionalism,
Organization				,
Computer Literacy,
Problem-solving				,
Decision-Making,
Negotiations Experience			,
Presentation Experience ,
,
Education/Training:  Bachelors Degree in architecture, construction or engineering related fields. ,
Experience: Minimum of 5-7 years of related experience. ,
,
For CONSTRUCTION SUPERINTENDENT Opportunity, responsibilities include:,
,
Direction of activities of workers concerned with construction of buildings, dams, highways, pipelines, or other construction projects: Studies specifications to plan procedures for construction on basis of starting and completion times and staffing requirements for each phase of construction, based on knowledge of available tools and equipment and various building methods. ,
Assembles members of organization (supervisory, clerical, engineering, and other workers) at start of project. Orders procurement of tools and materials to be delivered at specified times to conform to work schedules. Confers with and directs supervisory personnel and subcontractors engaged in planning and executing work procedures, interpreting specifications, and coordinating various phases of construction to prevent delays. ,
Confers with supervisory personnel and labor representatives to resolve complaints and grievances within work force. Confers with supervisory and engineering personnel and inspectors and suppliers of tools and materials to resolve construction problems and improve construction methods. Inspects work in progress to ensure that work conforms to specifications and that construction schedules are adhered to. Prepares, or receives from subordinates, reports on progress, materials used and costs, and adjusts work schedules as indicated by reports. May direct workers concerned with major maintenance or reconditioning projects for existing installations. Workers are usually designated according to type of project, work, or construction activity directed. ,
Summary:  Responsible for overseeing and monitoring day to day project activities including, on site management, contractor coordination, project financials, field direction and management and client relations. ,
,
Additional Responsibilities:,
Interface directly with clients to report ongoing issues and resolutions.,
Ensure technical compliance of project installations with approved construction documents.,
Manage multiple projects and effectively monitor project technical costs, quality and schedule objectives.,
Communicate project related issues and resolutions to Senior Project Manager or designated supervisor.,
Document project occurrences and issues that may affect quality, cost or schedule as required. ,
Record project documentation as part of the firm's web based projected management and collaboration systems. ,
Provide direction and supervise field support staff. ,
Provide input and support for compilation of project monthly reporting for client. ,
Perform other related duties as assigned.,
,
Candidate must possess the following attributes/skills:,
,
Strong Oral & Written Communication Skills	,
Technical Communication		,
Customer Service,
Planning				,
Professionalism,
Organization				,
Computer Literacy,
Problem-solving				,
Decision-Making,
Negotiations Experience			,
Presentation Experience ,
 ,
Education/Training:  Bachelors Degree in architecture, construction or engineering related fields. ,
Experience: Minimum of 5-7 years of related experience.,
    "
2018-01-05 17:36,https://newyork.craigslist.org/que/egr/d/estimator-asst-project-manager/6449318191.html,Estimator/Asst. Project Manager,TBD,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
ndustrial Painting Contractor located in Queens, NY is looking for Civil or Environmental Engineering candidates to fill a position as an Estimator/Asst Project Manager.  Task entails, but not limited to, project estimating, oversight of project activities, preparation of project documentation, preparation and submission of cost analysis, ensuring all work complies with company safety and quality standards, ensure project budgets are maintained and effectively communicate with clients. The selected candidate will receive extensive training in estimating and civil engineering construction contract management techniques as they work alongside other experienced engineers.   Opportunity to work on some of the largest and prestigious mega construction projects within the NYC Metro Area.,
Qualities Needed: ,
The ideal candidate will need to be self motivated, energetic and professional. Also needed is the ability to work as part of a team.  ,
,
Requirements:,
•	BS or BE in Civil or Environmental Engineering is preferred,
•	NACE Certification a plus,
•	Excellent verbal and writing communication skills,
,
Benefits:,
•	401K,
•	Health Plan,
•	Paid Training,
•	Growth Opportunity,
•	Salary:  Negotiable/Based on Experience,
,
    "
2018-01-05 17:35,https://newyork.craigslist.org/mnh/egr/d/electrical-engineer-pe/6449316474.html,Electrical Engineer - PE,commensurate with experience,contract,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
IMMEDIATE NEED for a licensed Electrical Engineer with ten years or more working at consulting engineering firms on transportation (MTA primarily), infrastructure (PANYNJ) and school projects (SCA).  MUST have ten years of experience in electrical building systems design (lighting, power distribution). BSEE rerquired. Latest version of AutoCAD or MicroStation or both desired. Please contact Joe Brennan ASAP at 646-237-5404    "
